애니메이션,69205702
범죄,100197358
판타지,35222568
코미디,98405898
액션,418838957
미스터리,22219409
사극,77041749
드라마,187435291
스릴러,22498213
멜로/로맨스,29857814
어드벤처,15341052
SF,23748713
공포(호러),11593228
다큐멘터리,1855515
